filename,width,height,class,xmin,ymin,xmax,ymax
:.131.jpg,45,45,/,6,1,39,45
-.30.jpg,45,45,-,1,16,45,28
:.125.jpg,45,45,/,10,1,35,45
-.168.jpg,45,45,-,1,16,45,27
1.180.jpg,45,45,1,15,1,26,45
1.41.jpg,45,45,1,25,1,39,45
div.136.jpg,45,45,div,3,1,40,45
6.48.jpg,45,45,6,10,1,36,45
8.65.jpg,45,45,8,10,1,35,45
7.112.jpg,45,45,7,8,1,43,45
^.138.jpg,45,45,^,5,1,31,35
div.95.jpg,45,45,div,1,1,44,45
+.111.jpg,45,45,+,1,1,44,45
-.183.jpg,45,45,-,1,15,45,27
-.197.jpg,45,45,-,1,16,45,28
+.105.jpg,45,45,+,2,1,45,44
<.148.jpg,45,45,<,1,6,45,43
div.81.jpg,45,45,div,1,1,44,45
<.160.jpg,45,45,<,1,2,40,45
1.157.jpg,45,45,1,17,1,29,45
1.96.jpg,45,45,1,25,1,43,45
1.143.jpg,45,45,1,21,1,42,45
1.82.jpg,45,45,1,24,1,36,45
<.174.jpg,45,45,<,3,1,45,44
+.139.jpg,45,45,+,4,1,41,45
<.29.jpg,45,45,<,9,1,37,44
).68.jpg,45,45,),13,1,29,45
5.31.jpg,45,45,5,7,1,37,45
0.185.jpg,45,45,0,6,1,37,45
).40.jpg,45,45,),15,1,28,45
6.117.jpg,45,45,6,7,1,37,45
2.38.jpg,45,45,2,1,1,45,45
6.103.jpg,45,45,6,10,1,36,45
^.29.jpg,45,45,^,4,6,43,37
0.191.jpg,45,45,0,7,1,38,45
).54.jpg,45,45,),12,1,30,45
5.25.jpg,45,45,5,6,1,39,45
=.159.jpg,45,45,=,13,1,33,45
).83.jpg,45,45,),15,1,30,45
0.146.jpg,45,45,0,1,1,42,45
=.171.jpg,45,45,=,1,6,44,39
=.165.jpg,45,45,=,1,1,45,44
).97.jpg,45,45,),15,1,29,45
0.152.jpg,45,45,0,7,1,36,45
=.164.jpg,45,45,=,1,2,45,42
0.153.jpg,45,45,0,3,1,41,45
).96.jpg,45,45,),13,1,30,45
0.147.jpg,45,45,0,5,1,39,45
).82.jpg,45,45,),12,1,29,45
=.170.jpg,45,45,=,1,10,45,37
=.158.jpg,45,45,=,1,5,45,41
^.28.jpg,45,45,^,5,5,43,37
6.102.jpg,45,45,6,4,1,38,45
5.24.jpg,45,45,5,1,1,45,43
).55.jpg,45,45,),15,1,29,45
0.190.jpg,45,45,0,1,6,45,39
).41.jpg,45,45,),13,1,28,45
0.184.jpg,45,45,0,1,1,44,43
5.30.jpg,45,45,5,1,1,43,45
2.39.jpg,45,45,2,1,1,43,45
6.116.jpg,45,45,6,5,1,35,45
).69.jpg,45,45,),13,1,32,45
<.28.jpg,45,45,<,7,1,37,44
1.83.jpg,45,45,1,24,1,41,45
1.142.jpg,45,45,1,14,1,31,45
+.138.jpg,45,45,+,1,1,43,45
5.200.jpg,45,45,5,2,7,42,45
<.175.jpg,45,45,<,3,1,37,42
<.161.jpg,45,45,<,1,2,39,45
1.97.jpg,45,45,1,8,1,45,41
1.156.jpg,45,45,1,15,1,30,45
-.196.jpg,45,45,-,1,13,45,31
div.80.jpg,45,45,div,4,1,41,44
<.149.jpg,45,45,<,1,1,42,45
+.104.jpg,45,45,+,1,1,44,44
+.110.jpg,45,45,+,1,4,45,38
div.94.jpg,45,45,div,5,1,44,45
-.182.jpg,45,45,-,1,15,45,30
1.40.jpg,45,45,1,27,1,40,45
1.181.jpg,45,45,1,13,1,32,45
-.169.jpg,45,45,-,1,18,45,27
:.124.jpg,45,45,/,8,1,34,45
-.31.jpg,45,45,-,1,18,44,26
^.139.jpg,45,45,^,8,1,37,30
7.113.jpg,45,45,7,5,1,39,45
8.64.jpg,45,45,8,9,1,34,45
6.49.jpg,45,45,6,6,1,37,45
div.137.jpg,45,45,div,6,1,42,45
7.107.jpg,45,45,7,11,1,38,45
8.70.jpg,45,45,8,8,1,35,45
div.123.jpg,45,45,div,1,1,45,43
:.130.jpg,45,45,/,6,1,37,45
-.25.jpg,45,45,-,1,18,45,28
1.54.jpg,45,45,1,24,1,38,45
1.195.jpg,45,45,1,12,1,29,45
:.118.jpg,45,45,/,7,1,34,45
-.155.jpg,45,45,-,1,15,45,29
8.58.jpg,45,45,8,3,1,42,45
6.75.jpg,45,45,6,3,1,42,45
^.105.jpg,45,45,^,1,7,45,41
div.43.jpg,45,45,div,2,1,45,44
^.111.jpg,45,45,^,1,3,45,31
div.57.jpg,45,45,div,1,1,42,45
6.61.jpg,45,45,6,9,1,36,45
1.68.jpg,45,45,1,12,1,36,45
-.141.jpg,45,45,-,1,14,44,29
9.150.jpg,45,45,9,12,1,34,45
x.159.jpg,45,45,x,24,10,34,26
4.167.jpg,45,45,4,3,1,34,45
3.86.jpg,45,45,3,4,1,39,45
3.92.jpg,45,45,3,4,1,37,45
4.173.jpg,45,45,4,1,2,26,42
9.144.jpg,45,45,9,12,1,35,45
x.165.jpg,45,45,x,5,1,42,45
sqrt.143.jpg,45,45,sqrt,1,7,45,36
=.97.jpg,45,45,=,1,7,45,37
=.83.jpg,45,45,=,1,9,45,34
sqrt.157.jpg,45,45,sqrt,1,9,45,37
9.178.jpg,45,45,9,10,1,36,45
x.171.jpg,45,45,x,1,1,38,45
2.136.jpg,45,45,2,5,1,37,45
:.61.jpg,45,45,/,13,1,32,45
9.193.jpg,45,45,9,4,1,38,45
3.45.jpg,45,45,3,6,1,40,45
=.68.jpg,45,45,=,1,5,45,40
(.158.jpg,45,45,(,10,1,32,45
3.51.jpg,45,45,3,7,1,38,45
:.75.jpg,45,45,/,9,1,33,45
4.58.jpg,45,45,4,4,1,37,45
9.187.jpg,45,45,9,6,1,38,45
2.122.jpg,45,45,2,10,1,41,45
(.29.jpg,45,45,(,14,1,31,45
4.70.jpg,45,45,4,12,1,30,45
sqrt.180.jpg,45,45,sqrt,1,3,45,42
(.170.jpg,45,45,(,4,1,42,45
4.198.jpg,45,45,4,2,1,34,45
3.79.jpg,45,45,3,5,1,36,45
=.54.jpg,45,45,=,1,10,44,38
=.40.jpg,45,45,=,1,6,45,38
(.164.jpg,45,45,(,10,1,34,45
:.49.jpg,45,45,/,12,1,33,45
4.64.jpg,45,45,4,4,1,24,45
sqrt.194.jpg,45,45,sqrt,1,10,44,40
+.93.jpg,45,45,+,4,1,43,45
sqrt.81.jpg,45,45,sqrt,1,4,45,40
5.176.jpg,45,45,5,5,1,40,45
n.105.jpg,45,45,n,7,3,45,35
8.141.jpg,45,45,8,5,1,37,45
n.111.jpg,45,45,n,1,1,33,45
8.155.jpg,45,45,8,7,1,40,45
sqrt.95.jpg,45,45,sqrt,1,6,45,39
5.162.jpg,45,45,5,4,1,41,45
+.87.jpg,45,45,+,3,1,42,45
n.139.jpg,45,45,n,16,9,45,35
8.169.jpg,45,45,8,8,1,35,45
7.21.jpg,45,45,7,9,1,39,44
sqrt.42.jpg,45,45,sqrt,1,1,42,45
>.110.jpg,45,45,>,6,1,41,45
+.50.jpg,45,45,+,10,1,35,45
8.182.jpg,45,45,8,8,1,36,45
3.127.jpg,45,45,3,2,1,42,45
0.28.jpg,45,45,0,1,5,45,39
3.133.jpg,45,45,3,9,1,34,45
8.196.jpg,45,45,8,8,1,36,45
>.104.jpg,45,45,>,1,3,44,38
+.44.jpg,45,45,+,3,1,40,45
7.35.jpg,45,45,7,7,1,35,45
sqrt.56.jpg,45,45,sqrt,1,6,44,36
).149.jpg,45,45,),12,1,32,45
5.189.jpg,45,45,5,1,4,45,41
9.30.jpg,45,45,9,4,1,37,45
).161.jpg,45,45,),12,1,32,45
>.39.jpg,45,45,>,3,1,43,45
9.24.jpg,45,45,9,9,1,35,45
).175.jpg,45,45,),14,1,31,45
+.78.jpg,45,45,+,1,1,45,42
>.138.jpg,45,45,>,8,1,44,45
3.119.jpg,45,45,3,11,1,30,45
).163.jpg,45,45,),9,1,36,45
9.32.jpg,45,45,9,8,1,38,45
).177.jpg,45,45,),12,1,32,45
sqrt.68.jpg,45,45,sqrt,1,1,42,45
9.26.jpg,45,45,9,9,1,34,45
3.125.jpg,45,45,3,5,1,39,45
8.180.jpg,45,45,8,8,1,36,45
>.112.jpg,45,45,>,5,1,45,43
+.52.jpg,45,45,+,1,1,45,43
sqrt.40.jpg,45,45,sqrt,2,9,45,40
7.23.jpg,45,45,7,10,1,38,45
sqrt.54.jpg,45,45,sqrt,4,1,41,45
7.37.jpg,45,45,7,1,1,43,45
>.106.jpg,45,45,>,4,1,43,45
+.46.jpg,45,45,+,10,1,37,45
x.38.jpg,45,45,x,1,1,44,43
8.194.jpg,45,45,8,3,1,41,45
3.131.jpg,45,45,3,1,1,45,44
5.148.jpg,45,45,5,4,1,39,45
8.143.jpg,45,45,8,12,1,41,45
n.107.jpg,45,45,n,1,6,37,39
5.174.jpg,45,45,5,3,1,40,45
sqrt.83.jpg,45,45,sqrt,1,7,45,37
+.91.jpg,45,45,+,2,1,43,45
+.85.jpg,45,45,+,3,1,43,45
5.160.jpg,45,45,5,4,1,39,45
).188.jpg,45,45,),14,1,31,45
sqrt.97.jpg,45,45,sqrt,3,4,45,40
8.157.jpg,45,45,8,8,1,36,45
n.113.jpg,45,45,n,1,2,37,45
=.56.jpg,45,45,=,1,8,45,38
(.172.jpg,45,45,(,13,1,31,45
2.108.jpg,45,45,2,5,1,40,45
sqrt.182.jpg,45,45,sqrt,1,1,45,42
4.72.jpg,45,45,4,8,1,34,45
n.28.jpg,45,45,n,1,1,45,45
sqrt.196.jpg,45,45,sqrt,11,5,45,38
4.66.jpg,45,45,4,5,1,25,45
(.166.jpg,45,45,(,12,1,33,45
=.42.jpg,45,45,=,1,11,45,34
3.47.jpg,45,45,3,7,1,38,45
9.191.jpg,45,45,9,5,1,41,45
:.63.jpg,45,45,/,12,1,33,45
2.134.jpg,45,45,2,3,1,39,45
x.198.jpg,45,45,x,2,2,37,44
2.120.jpg,45,45,2,4,1,39,45
9.185.jpg,45,45,9,5,1,39,45
:.77.jpg,45,45,/,11,1,33,45
3.53.jpg,45,45,3,2,1,42,45
4.159.jpg,45,45,4,4,1,28,45
=.95.jpg,45,45,=,1,9,45,37
sqrt.141.jpg,45,45,sqrt,1,10,45,40
x.167.jpg,45,45,x,1,1,44,45
x.173.jpg,45,45,x,8,1,37,45
:.88.jpg,45,45,/,9,1,37,45
sqrt.155.jpg,45,45,sqrt,1,1,45,44
=.81.jpg,45,45,=,1,10,44,35
3.84.jpg,45,45,3,7,1,38,45
4.165.jpg,45,45,4,1,1,38,45
9.152.jpg,45,45,9,10,1,37,45
9.146.jpg,45,45,9,9,1,35,45
sqrt.169.jpg,45,45,sqrt,1,3,45,40
4.99.jpg,45,45,4,3,1,32,45
(.199.jpg,45,45,(,11,1,33,45
4.171.jpg,45,45,4,1,8,25,40
3.90.jpg,45,45,3,5,1,35,45
div.41.jpg,45,45,div,1,5,44,39
^.107.jpg,45,45,^,1,7,45,35
<.188.jpg,45,45,<,5,1,39,45
div.109.jpg,45,45,div,1,1,44,45
6.77.jpg,45,45,6,8,1,36,45
-.157.jpg,45,45,-,1,17,45,27
-.143.jpg,45,45,-,1,17,44,27
6.63.jpg,45,45,6,7,1,37,45
7.139.jpg,45,45,7,7,1,38,44
div.55.jpg,45,45,div,1,3,45,41
^.113.jpg,45,45,^,2,1,45,32
div.135.jpg,45,45,div,4,1,39,45
8.66.jpg,45,45,8,7,1,37,45
7.111.jpg,45,45,7,9,1,40,45
:.126.jpg,45,45,/,10,1,35,45
-.33.jpg,45,45,-,1,15,45,28
1.183.jpg,45,45,1,16,1,32,45
1.42.jpg,45,45,1,24,1,38,45
1.197.jpg,45,45,1,12,1,32,45
1.56.jpg,45,45,1,13,1,34,45
:.132.jpg,45,45,/,7,1,36,45
-.27.jpg,45,45,-,1,18,45,26
div.69.jpg,45,45,div,1,1,44,45
div.121.jpg,45,45,div,1,1,43,45
8.72.jpg,45,45,8,8,1,35,45
7.105.jpg,45,45,7,13,2,45,44
8.99.jpg,45,45,8,7,1,35,45
+.106.jpg,45,45,+,1,4,45,39
div.82.jpg,45,45,div,1,4,45,40
-.194.jpg,45,45,-,1,15,45,29
1.168.jpg,45,45,1,29,1,42,45
-.180.jpg,45,45,-,1,14,45,29
div.96.jpg,45,45,div,2,1,43,45
+.112.jpg,45,45,+,6,1,41,45
<.177.jpg,45,45,<,1,1,39,44
6.88.jpg,45,45,6,9,1,36,45
1.140.jpg,45,45,1,11,1,33,45
1.81.jpg,45,45,1,25,1,40,45
1.154.jpg,45,45,1,14,1,29,45
1.95.jpg,45,45,1,20,1,35,45
<.163.jpg,45,45,<,1,5,45,42
=.199.jpg,45,45,=,1,6,45,37
6.128.jpg,45,45,6,9,1,36,45
0.192.jpg,45,45,0,1,4,45,40
).57.jpg,45,45,),17,1,28,45
5.26.jpg,45,45,5,5,1,38,45
6.100.jpg,45,45,6,10,1,35,45
6.114.jpg,45,45,6,6,1,37,45
5.32.jpg,45,45,5,1,1,43,45
0.186.jpg,45,45,0,1,1,45,43
).43.jpg,45,45,),15,1,30,45
0.179.jpg,45,45,0,1,2,45,41
).94.jpg,45,45,),15,1,31,45
0.151.jpg,45,45,0,1,1,45,44
=.166.jpg,45,45,=,1,8,45,33
=.172.jpg,45,45,=,1,9,45,39
).80.jpg,45,45,),8,1,35,45
0.145.jpg,45,45,0,6,1,38,45
=.173.jpg,45,45,=,1,6,45,37
0.144.jpg,45,45,0,4,1,39,45
).81.jpg,45,45,),11,1,34,45
0.150.jpg,45,45,0,9,1,36,45
).95.jpg,45,45,),13,1,30,45
=.167.jpg,45,45,=,1,4,45,41
0.178.jpg,45,45,0,1,7,45,37
6.115.jpg,45,45,6,4,1,38,45
).42.jpg,45,45,),13,1,32,45
0.187.jpg,45,45,0,6,1,39,45
5.33.jpg,45,45,5,1,1,44,43
5.27.jpg,45,45,5,6,1,38,45
).56.jpg,45,45,),15,1,31,45
0.193.jpg,45,45,0,1,1,44,45
6.101.jpg,45,45,6,10,1,34,45
6.129.jpg,45,45,6,7,1,38,45
=.198.jpg,45,45,=,1,6,45,39
1.94.jpg,45,45,1,22,1,37,45
1.155.jpg,45,45,1,14,1,27,45
<.162.jpg,45,45,<,1,4,42,45
6.89.jpg,45,45,6,5,1,38,45
<.176.jpg,45,45,<,1,3,44,40
1.80.jpg,45,45,1,23,1,39,45
1.141.jpg,45,45,1,15,1,30,45
-.181.jpg,45,45,-,1,14,45,27
1.169.jpg,45,45,1,24,1,43,45
+.113.jpg,45,45,+,1,4,45,43
div.97.jpg,45,45,div,1,1,43,45
div.83.jpg,45,45,div,1,2,45,44
+.107.jpg,45,45,+,1,1,45,41
8.98.jpg,45,45,8,8,1,38,45
-.195.jpg,45,45,-,1,16,45,28
-.26.jpg,45,45,-,1,18,45,25
:.133.jpg,45,45,/,9,1,33,45
1.57.jpg,45,45,1,21,1,41,45
1.196.jpg,45,45,1,13,1,31,45
7.104.jpg,45,45,7,6,1,40,45
8.73.jpg,45,45,8,9,1,36,45
div.120.jpg,45,45,div,1,3,44,40
div.68.jpg,45,45,div,1,4,44,39
7.110.jpg,45,45,7,6,1,41,45
8.67.jpg,45,45,8,7,1,35,45
div.134.jpg,45,45,div,1,1,43,45
1.43.jpg,45,45,1,23,1,39,45
1.182.jpg,45,45,1,16,1,31,45
-.32.jpg,45,45,-,1,16,45,27
:.127.jpg,45,45,/,9,1,35,45
-.142.jpg,45,45,-,1,15,44,27
^.112.jpg,45,45,^,1,1,45,31
div.54.jpg,45,45,div,1,5,45,39
7.138.jpg,45,45,7,6,1,36,45
6.62.jpg,45,45,6,6,1,37,45
).200.jpg,45,45,),12,1,31,45
6.76.jpg,45,45,6,4,1,39,45
div.108.jpg,45,45,div,3,1,42,45
<.189.jpg,45,45,<,9,1,35,45
^.106.jpg,45,45,^,1,1,45,42
div.40.jpg,45,45,div,1,4,45,42
-.156.jpg,45,45,-,1,18,45,27
4.98.jpg,45,45,4,8,1,35,45
sqrt.168.jpg,45,45,sqrt,1,4,45,40
9.147.jpg,45,45,9,5,1,40,45
3.91.jpg,45,45,3,3,1,42,45
4.170.jpg,45,45,4,1,1,27,45
(.198.jpg,45,45,(,13,1,32,45
4.164.jpg,45,45,4,10,1,37,45
3.85.jpg,45,45,3,5,1,41,45
9.153.jpg,45,45,9,10,1,36,45
sqrt.154.jpg,45,45,sqrt,1,8,45,35
:.89.jpg,45,45,/,8,1,36,45
x.172.jpg,45,45,x,3,1,35,45
=.80.jpg,45,45,=,1,5,45,37
=.94.jpg,45,45,=,1,6,45,39
4.158.jpg,45,45,4,6,1,32,45
x.166.jpg,45,45,x,1,4,44,38
sqrt.140.jpg,45,45,sqrt,1,3,45,42
:.76.jpg,45,45,/,9,2,32,45
9.184.jpg,45,45,9,9,1,36,45
2.121.jpg,45,45,2,6,1,39,45
3.52.jpg,45,45,3,3,1,41,45
3.46.jpg,45,45,3,2,1,41,45
2.135.jpg,45,45,2,6,1,38,45
x.199.jpg,45,45,x,4,5,33,43
:.62.jpg,45,45,/,12,1,32,43
9.190.jpg,45,45,9,8,1,37,45
4.67.jpg,45,45,4,11,1,26,45
sqrt.197.jpg,45,45,sqrt,1,2,45,40
=.43.jpg,45,45,=,1,11,45,35
(.167.jpg,45,45,(,8,1,35,45
(.173.jpg,45,45,(,13,1,30,45
=.57.jpg,45,45,=,1,7,45,38
n.29.jpg,45,45,n,11,11,41,45
4.73.jpg,45,45,4,9,1,31,45
sqrt.183.jpg,45,45,sqrt,1,6,45,38
2.109.jpg,45,45,2,5,1,36,45
sqrt.96.jpg,45,45,sqrt,5,5,45,39
).189.jpg,45,45,),9,1,33,45
5.161.jpg,45,45,5,5,1,39,45
+.84.jpg,45,45,+,2,1,44,45
n.112.jpg,45,45,n,1,4,42,44
8.156.jpg,45,45,8,5,1,38,45
n.106.jpg,45,45,n,14,7,45,39
8.142.jpg,45,45,8,13,1,32,45
<.200.jpg,45,45,<,1,9,45,37
+.90.jpg,45,45,+,4,1,41,45
sqrt.82.jpg,45,45,sqrt,1,7,45,39
5.175.jpg,45,45,5,3,1,41,45
5.149.jpg,45,45,5,8,1,36,45
+.47.jpg,45,45,+,7,1,38,45
>.107.jpg,45,45,>,10,1,37,45
7.36.jpg,45,45,7,6,1,32,45
sqrt.55.jpg,45,45,sqrt,6,1,44,45
3.130.jpg,45,45,3,9,1,35,45
8.195.jpg,45,45,8,9,1,35,45
x.39.jpg,45,45,x,4,1,39,44
8.181.jpg,45,45,8,7,1,39,45
3.124.jpg,45,45,3,8,1,36,45
7.22.jpg,45,45,7,5,1,40,45
sqrt.41.jpg,45,45,sqrt,1,12,45,34
+.53.jpg,45,45,+,3,1,43,45
>.113.jpg,45,45,>,4,1,43,45
9.27.jpg,45,45,9,7,1,38,45
sqrt.69.jpg,45,45,sqrt,1,12,45,36
).176.jpg,45,45,),17,1,29,45
3.118.jpg,45,45,3,10,1,35,45
9.33.jpg,45,45,9,5,1,38,45
).162.jpg,45,45,),11,1,33,45
>.117.jpg,45,45,>,11,1,37,45
+.57.jpg,45,45,+,1,2,45,42
sqrt.45.jpg,45,45,sqrt,1,9,45,34
7.26.jpg,45,45,7,10,1,39,45
3.120.jpg,45,45,3,6,1,38,45
x.29.jpg,45,45,x,3,1,42,45
8.185.jpg,45,45,8,8,1,35,45
8.191.jpg,45,45,8,6,1,36,45
3.134.jpg,45,45,3,7,1,39,45
sqrt.51.jpg,45,45,sqrt,1,4,45,40
7.32.jpg,45,45,7,7,1,30,45
>.103.jpg,45,45,>,5,1,41,44
+.43.jpg,45,45,+,8,1,39,45
sqrt.79.jpg,45,45,sqrt,1,7,45,36
9.37.jpg,45,45,9,5,1,39,45
).166.jpg,45,45,),8,1,34,45
3.108.jpg,45,45,3,8,1,34,45
9.23.jpg,45,45,9,9,1,35,45
).172.jpg,45,45,),14,1,32,45
5.171.jpg,45,45,5,6,1,39,45
sqrt.86.jpg,45,45,sqrt,1,7,44,37
).199.jpg,45,45,),11,1,33,45
+.94.jpg,45,45,+,1,6,45,39
8.146.jpg,45,45,8,10,1,36,45
n.102.jpg,45,45,n,17,8,45,36
8.152.jpg,45,45,8,7,1,39,45
n.116.jpg,45,45,n,1,5,41,44
+.80.jpg,45,45,+,2,1,43,45
5.165.jpg,45,45,5,4,1,44,45
sqrt.92.jpg,45,45,sqrt,6,1,45,44
5.159.jpg,45,45,5,2,1,43,45
9.194.jpg,45,45,9,6,1,37,45
:.66.jpg,45,45,/,14,1,30,41
2.131.jpg,45,45,2,2,1,44,45
3.42.jpg,45,45,3,6,1,40,45
3.56.jpg,45,45,3,9,1,36,45
2.125.jpg,45,45,2,2,1,41,45
x.189.jpg,45,45,x,7,1,40,45
9.180.jpg,45,45,9,9,1,36,45
:.72.jpg,45,45,/,13,1,30,42
4.77.jpg,45,45,4,1,1,45,42
sqrt.187.jpg,45,45,sqrt,1,5,45,40
=.53.jpg,45,45,=,1,7,44,39
(.177.jpg,45,45,(,9,1,35,45
(.163.jpg,45,45,(,12,1,32,45
=.47.jpg,45,45,=,1,1,43,45
4.63.jpg,45,45,4,6,1,37,45
sqrt.193.jpg,45,45,sqrt,1,8,45,42
n.39.jpg,45,45,n,2,1,41,45
2.119.jpg,45,45,2,3,1,43,45
4.88.jpg,45,45,4,4,1,33,45
sqrt.178.jpg,45,45,sqrt,1,3,45,42
9.157.jpg,45,45,9,6,1,39,45
3.81.jpg,45,45,3,4,1,40,45
(.188.jpg,45,45,(,14,1,31,45
4.160.jpg,45,45,4,3,1,23,45
4.174.jpg,45,45,4,1,4,34,40
3.95.jpg,45,45,3,1,5,44,39
9.143.jpg,45,45,9,10,1,35,45
:.99.jpg,45,45,/,10,1,32,45
sqrt.144.jpg,45,45,sqrt,1,1,45,44
x.162.jpg,45,45,x,7,1,39,45
=.90.jpg,45,45,=,1,4,45,36
=.84.jpg,45,45,=,1,6,45,40
4.148.jpg,45,45,4,1,1,28,45
x.176.jpg,45,45,x,4,1,38,45
sqrt.150.jpg,45,45,sqrt,1,3,45,38
:.123.jpg,45,45,/,10,1,34,45
-.36.jpg,45,45,-,1,17,45,26
1.47.jpg,45,45,1,25,1,38,45
1.186.jpg,45,45,1,11,1,30,45
div.130.jpg,45,45,div,1,1,45,43
7.114.jpg,45,45,7,8,1,36,45
8.63.jpg,45,45,8,6,1,37,45
div.78.jpg,45,45,div,8,1,36,45
div.124.jpg,45,45,div,1,1,44,45
7.100.jpg,45,45,7,8,1,37,45
8.77.jpg,45,45,8,3,1,39,45
1.53.jpg,45,45,1,21,1,40,45
1.192.jpg,45,45,1,22,1,43,45
:.137.jpg,45,45,/,10,1,34,45
-.22.jpg,45,45,-,1,16,44,26
-.152.jpg,45,45,-,1,14,45,32
div.44.jpg,45,45,div,1,6,45,40
^.102.jpg,45,45,^,3,3,44,39
6.72.jpg,45,45,6,5,1,37,45
7.128.jpg,45,45,7,7,1,38,45
6.66.jpg,45,45,6,6,1,35,45
div.118.jpg,45,45,div,1,4,44,39
div.50.jpg,45,45,div,1,1,45,44
<.199.jpg,45,45,<,1,8,45,38
^.116.jpg,45,45,^,1,2,45,37
-.146.jpg,45,45,-,1,19,45,26
1.84.jpg,45,45,1,28,1,41,45
1.145.jpg,45,45,1,26,1,45,44
<.172.jpg,45,45,<,2,14,44,33
6.99.jpg,45,45,6,9,1,33,45
<.166.jpg,45,45,<,1,7,40,40
1.90.jpg,45,45,1,18,1,36,45
1.151.jpg,45,45,1,19,1,45,35
1.179.jpg,45,45,1,14,1,27,45
-.191.jpg,45,45,-,1,15,45,26
+.103.jpg,45,45,+,1,1,44,45
div.87.jpg,45,45,div,2,1,40,45
div.93.jpg,45,45,div,1,7,45,36
8.88.jpg,45,45,8,3,1,43,45
+.117.jpg,45,45,+,1,11,45,35
-.185.jpg,45,45,-,1,16,45,29
